customer_id	date	comments
75139	2021-09-07	The bank provides an extensive ATM network. In genaral if ' m fairly content with my bank
155732	2021-08-10	The mortgade rates are too much of a burden. Bad costomer service. I ' ve been disappointed witj the service provided.
22822	2022-04-16	Stop putting up your mortgage rates! !. I'v ' ll be switching banks so due to the poor overall expiriance.
344527	2021-05-26	Nothing else
38282	2021-02-24	
271224	2022-06-23	The fees for my account are not too expensive, on the whole you are doing well.
71394	2022-03-23	Bank's customer service is impolite. I'm considering switching banks due to the consistently poor service.
195636	2022-01-06	This is unnacceptable! ...
147169	2021-09-09	im not sure ill steay wi this bank much longer,
301947	2022-11-26	The banks locations are not convenient. My experience with this banks service has been so negative that I wouldnt suggest it to anyone.
370672	2021-03-27	No comment..
322730	2021-10-23	No
183808	2021-07-18	
35199	2022-10-15	Ok..
362505	2022-07-08	The charges for my current account are unreasonably high. I'm seriously considering taking my business elsewhere
368135	2022-07-19	Nothing to comment.
94280	2022-06-25	
191455	2021-08-17	I dislike the bank's online website. Really poor service overall, considering switching bank
365672	2021-12-15	Not happy. Would not recommend to a friend...
258365	2021-05-30	no comment
139813	2022-05-22	Difficult to do business with this bank without enough branches
300096	2022-10-16	None...
12965	2022-12-06	Overall, things are good but there's room for improvement.
161705	2021-08-25	
252451	2022-02-07	
56668	2021-08-01	You shoul give back to the community
109287	2022-12-02	Good over all I guess
232963	2022-03-28	
337068	2021-07-08	Fees are competitve.
200543	2022-08-30	The bank's overall poor service has me contemplating switching
13700	2021-06-17	Customer service pretty good!. Im satisfied with my bank....
258354	2022-11-07	Mortgage rates just too much
164573	2022-09-23	
372770	2021-05-22	
112907	2021-08-05	Overall, I would say things are good..
374130	2021-09-25	Mobile app is ready good. Then protection of customer data is a crucial aspect for the bank.
105684	2021-06-22	I like thata my bank is committed ro supporting environmental causes. There ' s room for improvement at this bant. ...
90171	2022-04-24	Really not happy with this bank!
213084	2022-04-29	Nothing to add...
324319	2021-02-27	Good secure mobile app. Okay overall.
190417	2022-04-02	
177946	2021-03-01	
189854	2021-04-16	"I like the banks ""mobile app. Overall, I am reasonably satisfied."
158323	2021-09-08	the bank's branches are located in convenient places. pretty good overall but could do better
314126	2022-10-30	Your ban needs to take more measures to protect customer data. Really not happy with you!
246531	2022-03-03	Prefer not to comment
318270	2021-03-18	very limited mortgage products. your poor service has me thinking about switching bank...
297966	2021-02-28	no comment.
336749	2022-11-26	Your bank ' s customer serivice is unprofessional. Tsis bank ' s performance is unacceptable
296862	2022-03-16	Good range of mortgate products. Things sre pretty ok but could improve
216621	2022-03-06	The banks customer service is very unsatisfactory. Not happy. Would not recommend to a friend.
326428	2021-12-01	Why are the feed for this bank so much higher tan others? . You guys need to du better.
31540	2021-08-20	Bank has a limited range of services. Not many bank branches around here. Looking at other banks now.
373844	2021-07-22	Your fees are making it hard for me to continue banking with you
111402	2022-05-10	The mortgage rates are quite reasonable at this bank. The customer service team went above and beyond to assist me. Good option for banking in Ireland.
135420	2021-01-27	Well done for providing such great customer service. Im extremely satisfied.
215745	2022-01-23	The bank's mobile app makes banking on-the-go a breeze. I'm quite satisfied overall.
51437	2022-10-28	I don't mind the fees and charges with this bank. Good over all, I guess
89444	2021-05-01	The rates for savings are poor. Must try harder...
31816	2021-09-13	Vere limited mortgage products | Your bank could do bether.
300360	2022-05-07	The banking fees are quite reasonable, all things considered...
190632	2021-06-04	Community outreach should be a top priority for the bank. I ' m thoroughly disappointed and frustrated wint rthe service privided
332958	2022-10-05	Customer service from this bank is really bad. The banks overall poor service has me contemplating switching....
196295	2021-01-10	
236955	2021-05-29	No comment
376948	2021-01-17	nothig to comment here. ..
334827	2022-01-12	I expected a better level of service from my bank and feel let down.
118483	2021-08-05	The selection of mortgage products offered by the bank is extensive. Reasonably good option for banking....
318679	2021-10-27	I've had a good banking experience - thank you;
80748	2021-05-05	Fees are competitve, at least compared to other banks. Pretty good overall but could do better.
381093	2021-06-02	
311694	2021-03-31	Easy to find a branch. In general I'm very pleased with my bank
307627	2022-09-28	You need to improve your onlien banking portal | I ' m no happy with your service:.
206088	2021-07-28	
44666	2022-02-06	Lack of banking services for my needs. This bank is not up to scratch
32228	2021-07-14	Bank's mortgage products are quite restricted. My dissatisfaction with the bank is so great that I would not recommend...
10972	2022-04-13	Its important for your bank to shows more responsibility towards tht environment. Tne banks overall poor service has me contemplating switching.
321492	2022-07-06	The banks mobile app is unsatisfactory. Would not recommend to a friend
52557	2021-06-29	Mortgage rates just too much. I think i'm going to switch to a competitor...
236205	2022-06-30	
283678	2021-04-13	The bank's website is really easy to navigate.
62630	2022-01-16	This bank needs more branches!. Really bad overall. Think I will change bank soon...
134065	2021-06-19	
200334	2022-01-28	Ive had fraudulent charges on my account with this bank. Might close my account
156601	2022-06-28	Bank should increase its efforts to support local charities and organisations. I expected a higher level of service from this bank and have been let down..
15355	2022-03-30	Not many financial products for people like me. Your bank needs to take privacy more seriously.
30298	2021-09-16	not sure i trust this bank with my data. i expected a higher level of service from this bank and have been let down
247011	2021-11-05	Happy with your online security. Bank is doing fine overall..
332187	2022-03-01	Online banking is really good * Thanks for your service..
189515	2021-01-21	Bank has many ATMs.
292189	2021-10-31	The charges for my current account are unreasonably high. Just not acceptable
228867	2022-09-18	
328632	2021-03-29	
10436	2021-09-15	Bank needs to take a more active role in the local area. Looking at other banks now....
208948	2021-11-25	Really incovenient to deal with this bank. I want to know more about what you do with my data. Not happy. Would not recommend to a friend...
267544	2021-09-17	Bank ' so mortgage products ore quite restricted | Bank ' s custermer service is uncooperative | The bank ' s overall poor service has me contemplating switching
324314	2021-12-05	This bank's mortgage rates are quite competitive
58625	2022-05-25	This bant is really committed to giving back to the comunnity. ..
329783	2021-05-23	
125062	2021-01-22	the bank needs to take steps to address customers' concerns about data privacy. your poor service has me thinking about switching bank.
264179	2022-10-09	The savings rates from you are soo low. Customer service is not good!.
335275	2021-04-22	The range of financial services provided by the bank is exceptional. Generally speaking, things are pretty good but could improve
193214	2022-11-08	The fees for using this bank's credit cards are too much.
236881	2021-04-27	This bank goes above and beyond in supporting community initiatives.
353558	2021-01-07	
205617	2022-03-09	
1129	2021-07-29	Overall Im fairly happy with the service...
235833	2021-10-27	My experience with this bank ' s service hs beem so negetive that I wouldn ' t suggest it to anyone
252077	2022-01-15	You need to take data privacy more seriously. Just unacceptable really
115647	2022-07-12	Im grateful that my bank supports both our schools and community center. Reasonably happy overall.
180211	2021-03-19	
101181	2022-11-13	Difficult to do business with this bank. Bank has a limited range of services. Need to do better in future
336209	2022-09-13	God mobile application. Passable overall..
152382	2021-02-22	Overall very satisfied with my bank
36176	2021-08-25	Your app experience is disappointing. I'm thoroughly disappointed and frustrated with the service provided.
71154	2021-01-28	Generally speaking, everything is fine
67239	2021-03-27	Banking fees are too expensive. Just unacceptable really....
377304	2021-08-20	No comment
194029	2021-03-12	The banking fees are reasonable for the services provided
35966	2022-02-23	The banks overall poor service has me contemplating switching.
264863	2022-02-21	I find the banks website to be very user-friendly. To summarise, Im reasonably pleased
304036	2021-11-20	
55914	2022-10-09	Good over all, I guess
326900	2021-08-10	
78688	2021-07-08	Live the banks online webstie. You ' re doing ok
206707	2022-10-24	Locations are incovenient.
266087	2022-11-04	Than bank should prioritize data privacy. The banks overall poor serve has me contemplating switching.
131264	2022-11-20	Very few ATMs for this bank. This bank is not up the stretch
56094	2022-06-04	overall in ' m fairl happy with the service..
219379	2021-07-11	Bank needs to do more for the community. The overal experience has been really poor and ic ' m palnning to switch banks soon. ..
344132	2021-11-07	The service provided by this bank is very disappointing | The level of service provided by this bank is not up to par | Thinking of closing my account
29667	2022-02-23	Mobile apples is really good.
30332	2022-09-17	Fees tÃ'o high for banking. Think I ' ll close May account
263366	2021-06-27	the bank has very limited atm options. i think i'm going to switch to a competitor
269700	2021-04-17	
125763	2021-06-08	Overall I'm fairly happy with the service.
99343	2022-07-09	
125913	2022-04-23	The environment should be a higher priority for your bank. I wish i hadnt opened an account with this bank
109437	2022-06-05	
104626	2022-04-23	The mobile app needs to be more secure. I think i'm going to switch to a competitor
176972	2021-10-24	
67052	2021-11-17	
299181	2022-05-01	The savings rates provided by the bank are good and beneficial for customers. I'm quite satisfied overall
277868	2021-08-30	
58918	2021-04-17	num comment
142796	2022-02-10	I'm really disappointed with the customer service. Thinking of closing my account
333499	2021-04-02	
260284	2021-02-11	Glad that you take online banking security seriously..
102157	2022-06-05	---Very limited mortgage products. Think I'll close my account---
59884	2022-06-09	Bank branch locations are pretty accessible. I'm satisfied with the service provided
371276	2022-11-28	---Prefer not to comment---
269371	2021-07-18	Well-designed mobile app
39937	2021-07-14	The bank provides an extensive ATM network.
234020	2022-02-05	I cant afford to keep paying these high banking fees. This banks performance is unacceptable
126366	2021-02-20	
292227	2021-01-26	
304782	2022-07-30	You need to take data privacy more seriously. Locations are incovenient. I expected a higher level of service from this bank and have been let down....
313916	2021-02-04	no comments
371071	2021-05-23	
262596	2021-08-13	Good range of financial products. Overall this bank is ok
339181	2021-04-09	I'm am pretty satisfied with the bank ' s services. There ' s room foa improvenment at this bank. ..
64885	2021-11-27	luck the banks online website. bant is doing fine overall
195591	2021-06-21	The security of your mobile app in commendable.
230703	2022-08-14	Bank's mobile app is in need of enhancement.
330422	2021-09-20	Many stores. Decent service overall, but there is still room for improvement.
164704	2022-02-06	It's time for your bank to make meaningful changes and contribute to a greener future. This bank's performance is unacceptable.
65081	2022-02-07	Bank ' so mortgage options are not comprehensive. Need to do [[beter in future. ...
251845	2022-02-26	Bank's branches are in awkward locations. Services really need to be improved at this bank.
141824	2022-04-08	
319866	2021-09-05	The bank's online platform is really impressive; I'm pretty content with the bank's service
119035	2022-06-20	The bank needs to work to earn customers trust regarding data privacy. My experience with this banks service has been so negative that I wouldnt suggest it to anyone
2249	2021-11-17	
76340	2021-03-16	Online banking service is very extense. On the whole, I ' m resonably pleased with my bank.
185261	2021-11-21	The service provided to customers is disrespectful. Security of the mobile app needs to be improved. Really not happy with this bank!.
280936	2022-06-11	Im proud to be a customer of a bank that invests in the local economy
160360	2021-06-15	Hou need to be more careful with customers data. Just nod acceptable
98883	2022-09-27	As a financial institution, your bank has a duty to think about the environment. Bank's branches are in awkward locations. Customer services - not good!. Would not recommend to a friend.
256221	2022-01-18	Finding bank branches is quite difficult. I expected a higher level of service fre ti bank and have been let fown. ...
188092	2021-09-13	The interest rates on mortgages are too steep.
200712	2021-07-06	I'm tired of the constantly increasing banking fees. Services really need to be improved at this bank.
178003	2021-11-24	This banks mortgage rates are quite competitive | By and large Im quite satisfied with my bank
152620	2021-03-12	no coment.
143472	2022-03-07	Bad customer service * Your bank needs to make improvements in its customer service practices.
295467	2021-02-12	( no coment )..
184444	2021-04-01	This banks customer service is reliable and dependable. My bank has exceeded my expectations and Im very happy.
228079	2022-11-01	Limited services are available for my specific needs. Think Ill close my account....
136052	2021-12-08	The bank has a broad ATM network.
305605	2021-03-28	The bank ' s branches are located in convenient placec
28360	2021-09-20	No comment
243925	2022-10-01	I appreciate that my bank is involved in philanthropic efforts...
305585	2022-09-20	You needs take take data privacy more seriously
211351	2022-02-15	The banks customer service is unhelpful
241681	2022-11-07	
237302	2021-11-26	
112374	2022-12-02	Savings rates are competitive.
43601	2021-09-18	Your fees are driving me away from this bank. I think i'm going to switch to a competitor...
317472	2021-11-01	I think the bank could do more to support the community. The bank's customer service is frustrating.
264104	2022-12-07	
293489	2021-09-10	I really appreciate the bank's mobile app. Okay overall.
10728	2021-07-17	Onlineu banking is convenient and easily with this bank. Things are pretty ok but could improve
348201	2021-01-10	
57635	2021-05-17	Very few branches for this bank. The banks overall poor performance has made me decide to switch soon.
13962	2021-02-01	
272357	2022-06-12	phone apples is difficult to use, thez banks overal poor performance has made me decide to switch soon..
115120	2021-04-30	
386753	2021-11-28	Just not accptable
77117	2022-07-01	your banking servições have been excellent overall in i am content with them. ...
266425	2021-08-31	- - - It ' s ince to Sea that my bank is involved in supporting local charities. Pretty good overall vut could do better. - - -
188952	2022-01-31	I dislike the banks online website * Your bank needs to improve its approach to customer service * Think Ill close my account...
198358	2021-07-06	customer service representative i spoke to was very attentive, overall, i'm happy enough,
139662	2022-08-26	In general I ' m happy with by bank.
333086	2022-09-17	The service provided to customers is nopt useful.
91039	2022-11-06	Bank's mobile app is in need of enhancement. The banks overall poor performance has made me decide to switch soon
244335	2022-11-08	- - - You're bank ' s services are limite in scope. Your poor service si making me switch bank. - - -
101549	2021-04-08	The environment is a shared responsibility, and your bank can do better
181365	2022-12-02	
199223	2021-07-20	mobile app experience could be better, ive been disappointed with the service provided by this bank and am considering taking my business elsewhere,
273880	2021-07-02	If you do not like the online site, the performance of this bank is unacceptable.
226409	2021-09-08	I had a positive experience with the bank's customer service. Overall, very happy with my bank.
384056	2022-07-11	The phone apples experience is frustrating. Things really needs to be improved here
308451	2021-08-15	Nothing to say
231474	2022-04-08	Pretty good savings interest rates. My bank has made me very happy.
346994	2022-09-10	Customer service experience is unpleasant. My bank should prioritize customer feedback and concerns. This bank's performance is unacceptable
337494	2022-02-22	This bank provides a good and secure mobile phone app. I can't say enough good things about my bank, thank you.
170392	2021-02-25	Your bank should be more proactive in addressing community needs
153353	2021-10-24	Its easy to locate a branch of these bank. In general, thhis bank is acceptable.
124384	2021-04-15	Your banck ' s customer service ic unprofessional. Really not happy with you!
334114	2021-03-20	I appreciate how easy it is to access my account online. Overall youre doing ok...
327937	2022-05-19	Bank should demonstrate a stronger commitment to social responsibility. You need to redesign your mobile app. Would not recommend to a friend.
231254	2021-05-04	Good savings rates. Pretty fair option for banking....
196305	2021-05-04	The banks savings interest rates hare extremely low
50085	2021-06-15	Why are your fees so high?. Really not happy with you!.
19110	2021-06-16	The mobile application is secure and reliable. Im satisfied enough with my bank...
241028	2021-07-26	
108430	2022-02-04	Bank's customer service is impolite
184531	2022-04-13	
269708	2021-03-26	This bank should focus on giving back to the community. Seriously considerin switching to a rival bank.
205292	2021-06-28	The bank ' s overall por service has e contemplating switching. ..
366059	2021-06-05	Really great over all, thank you!.
207987	2021-06-29	I don't mind the fees and charges with this bank. Overall, things are good but there's room for improvement
235249	2021-02-19	---Customer data should be treated with greater care; the bank's customer service is quite rude; I am not satisfied with the service I have received and would not recommend it to anyone; ---
286465	2022-02-15	
75373	2021-05-30	---I'm content enough with my bank.---
162996	2022-04-09	Really not huppy with this bank!
283395	2022-08-26	Tired of your poor customer service
31948	2022-02-20	Reasonably happy overall
18317	2021-08-06	I have always had a great experience with the bank's customer service. I'm satisfied enough with my bank
308337	2022-04-05	nothin to comment. ...
315796	2021-01-19	The service provided to customers is disrespectful. This bank ' S service es really unacceptable!
159046	2022-07-17	
3833	2021-03-06	Not applicable
83795	2021-07-12	
17490	2022-06-14	Difficult to do business with this bank without enough branches..
6185	2022-05-26	
331037	2021-01-06	Bank really should contribute more to our community....
251868	2021-11-08	The bank's mobile app has robust security measures | I'm pretty content with the bank's service....
172975	2021-04-14	Overall I ' m happing with the bank ' s server
254696	2021-09-12	
131723	2022-11-29	Fees for using this bank are too high. Lack of banking services for my needs. I am disappointed with the service level of your bank.
16130	2021-03-05	Tho fees charged are reasonable. Reasonably good opitonon for banking
350371	2022-08-31	No comment
332587	2022-03-16	Nothing to say
200672	2022-04-09	Just unacceptable really...
233544	2021-02-01	
208587	2021-01-05	no
223462	2022-10-18	n'° comment
319540	2022-06-05	I'm quite satisfied overall.
172248	2022-04-21	stop putting up your mortgage rates!. very very bad customer service. your bank needs to work on improving customer satisfaction. my experience with this bank's service has been so negative that i wouldn't suggest it to anyone
261134	2021-03-21	Overall, this bank is satisfacted.
159839	2022-12-22	(no comment)
186434	2022-03-16	The service provided to your customers is v disrespectful
189118	2022-02-07	Bank has a limited range og services.
15504	2022-05-19	I prefer not to comment on this
269202	2021-04-24	generally speaking, things are pretty good but could improve
285776	2021-03-03	The bank's savings rates are competitive with other banks in the industry.
183346	2022-06-16	- - - I am pretty satisfied with the bank ' s services. I ' s a very good service and Hi wuold definitely suggest it to a friend - - -
147434	2021-02-26	
138169	2021-02-18	This bank offers pretty good savings interest rates. Generally speaking, everything is fine.
143825	2021-04-17	Bank's branches are in good locations. Overall I'm fairly happy with the service
366767	2022-08-03	
259455	2021-12-17	bank ' s mortgage products are qute restricted. the pank overall poor performance has made mo decide to switch soon.
379613	2021-02-15	
137410	2021-01-09	By and large, I'm quite satisfied with my bank.
192101	2022-01-22	The bank's mobile app is really handy.
305446	2021-11-23	
374919	2021-09-08	This pank is very inconvenient to deal with. Services really need fot be improved at this bank.
77583	2021-10-07	The mobile app is well-designed and secure. Overall youre doing ok...
198738	2022-04-23	
349699	2022-12-13	Banking feed are not too high. Pretty fair opthion for banking.
163709	2021-11-15	Limited services are available for my specific needs. I expected a higher level of service from this bank and was disappointed.
336639	2022-01-13	Yuo need take be more careful with customers data. ..
275702	2021-08-05	I regret opening an account with this bank
190548	2022-06-27	Not happy that you've closed so many of your branches. Thinking of closing my account.
226606	2021-03-21	
287049	2021-03-09	The phone app experience is frustrating. The bank needs to make data privacy a top priority. I've been disappointed with the service provided by this bank and am considering taking my business elsewhere..
318391	2021-07-03	The customer service representative was very courteous and helpful. Generally speaking, I'm very satisfied with your service
189001	2021-06-30	
87940	2022-07-31	As a financial instrution, your bank has a duty to think about the enviromnent. I am concerned about trusting this bank with my data. Im thoroughly disappointed and frustrated with tu service provided
151439	2022-01-18	Mobile app experience could be better;..
351535	2021-03-01	Things are pretty ok but could improve
125815	2022-03-08	The bank's customer service is irritating. I wish i hadn't opened an account with this bank
89684	2022-02-22	Y need to contribute moor to our locality. Not good enough at all! !.
32731	2022-10-02	This bank's customer service is extremely poor. Disappointed with the service provided by this bank
110641	2022-06-06	I had a positive experience with the bank's customer service
59677	2022-03-19	Bank is doing fine overall...
143527	2022-04-07	
252564	2021-01-21	TMortgage rates provided by this bank are competiv. o appreciate the nice customer service provided bt this bank. Reasonably happy overall
303221	2021-04-02	No comment
25476	2022-02-25	Overall, it's a reasonably good option for banking
38237	2021-10-09	I think the mobile app provided by the bank is excellent. I can't say enough good things about my bank, thank you.
46678	2022-03-02	The bank has an extensive branch network * In general, Im very satisfied with my bank
325526	2022-02-02	Lack of services for my special needs
110084	2022-08-06	Banking fees are too expensive * Thinking of closing my account
100961	2021-11-05	The bank's branches are hard to find....
161866	2021-01-31	mobile app is easy to use. the mortgage rates offered by this bank are quite competitive.
313859	2021-10-22	Good sit of financial products provided. ..
279381	2022-08-16	no  commentno comment
116264	2022-01-08	The bank's mobile app is really fantastic.
300657	2022-08-18	mobile app appears to be secure. i suppose everything is good overall
244423	2021-08-26	
370532	2022-01-25	None
172340	2022-10-16	Your bank should be more proactive in responding to the needs of the community * Something really needs to be done here...
350337	2022-02-25	The bank's customer service made my banking experience easy and stress-free.
282382	2021-04-15	
205295	2022-01-16	Service provided to your customers is consistently disappointing. The bank needs to take steps to address customers' concerns about data privacy. Your bank should listen to customer feedback and make changes accordingly. Really not satisfied.
156608	2021-04-19	Good services for people like me....
335544	2022-01-29	The bank needs to work to earn customers' trust regarding data privacy
10864	2021-03-11	
19677	2021-11-19	This banks fees are not transparent. Limited services are available for my specific needs. I think im going to switch to a competitor
95894	2021-05-14	The customer service representative was very courteous and helpful. Bank is doing fine overall
287981	2022-01-23	
277237	2022-03-28	The interest rates on mortgages are too steep.
180896	2021-05-06	The bank's locations are not convenient. Really poor overall. Think i'll switch bank soon....
261138	2022-09-29	the fees for using this bank are too much, bank's mortgage offerings are quite limited, disappointed with the service provided by this bank
263000	2022-04-11	
260157	2021-04-30	bank needs to be more involved in community events, really not happy with you!,
119075	2022-11-18	Date privacy is an area where the bank need to improve. This is unacceptable and needs to be addressed
126512	2022-08-03	The service provided to customers is disrespectful;
42426	2021-10-29	What I experienced is just not acceptable
361922	2022-07-23	Bank does s lot in the community | Good over alle, I guess
350567	2021-09-12	The banks customer service is frustrating. This is unacceptable and needs to be addressed.
333128	2021-03-18	the bank's focus on online banking security is reassuring. you're doing ok.
114266	2021-01-15	
94722	2021-08-11	Its nice to see that my bank is involved in supporting local charities...
303074	2021-07-20	I'm proud to be a customer of a bank that invests in the local economy. The bank has competitive mortgage rates that are worth considering
132494	2021-04-05	In Gerneral 0I ' m happy with my bank. ..
123202	2022-12-22	
384682	2021-10-12	(no comment)
93879	2021-10-06	
174415	2021-03-16	
193910	2021-02-12	i want to know more about what you do with my data. im seriously considering switching to another bank....
160442	2021-06-11	Not sure I trust this bank with my data. I'm getting tired of all the unexpected banking fees. Looking at other banks now
57206	2022-07-08	Very limited mortgage products. This bank is not up to date.
227788	2022-12-05	your bank should be more proactive in addressing community needs, the service provided by your bank has been consistently poor, and i'm considering switching
223133	2022-07-05	generally speaking - thang are pretty good but coul improve.
77334	2021-04-16	Why does this bank have such high fees?....
104637	2022-10-10	You need to redesign your mobile app. Your poor service is making me switch bank...
101007	2022-09-01	Lack of banking servições for my needs. It ' s a challenge to locate banck branches. Not happy. Would not recommend to are friend.
377444	2021-03-30	Fees eat up my savings.
270077	2021-02-21	Overall youre doing a decent job...
378670	2021-04-05	
378599	2022-08-03	
353216	2021-01-28	I received great customer service and support. This bank offers a variety of financial products that are useful.
276391	2021-12-21	The customer serviçe provided is ruge * This is unacceptable and needs to be addressed
94577	2021-12-14	Bank should take a leadership roule in community development. Thank I ' ll close my account.
63686	2022-08-09	---The bank needs to make data privacy a top priority. Looking at other banks now.---
222645	2022-05-07	Disappointed with the service provided by this bank;
100998	2021-10-10	
228571	2021-01-16	The interest rates on mortgages are too steep.
66424	2021-07-17	Fees are competitve, at least compared to other banks. My experience as a customer has been fantastic and I'm very happy.
385368	2022-01-16	No comment
160179	2021-10-07	I ' m frustrated withi your excessive banking feed. The poor service has m thinking about switching to another bank.
117364	2022-09-30	Dont like the online website. Mortgage rates just too much
35226	2021-06-10	The fees for using this banks credit cards are too much. I expected better service from this bank and have been disappointed
74386	2021-08-16	Fees are crazy $$$$. Not happy. Would not recommend to a friend.
161183	2022-04-26	This bank should focuse on giving back to the community. Your poul servise's has me thinking about switching bank. ..
20097	2021-01-22	Good mortgage and savings rate options.
162022	2022-03-31	Im grateful that my bank supports both our schoops and comunnity center. Reasonably happy overall.
280636	2021-11-28	
358930	2022-05-28	
39311	2022-06-05	Thinking of closing my account.
194880	2022-12-12	Overall this bank is ok.
223692	2021-10-22	Glad your banks take our privacy seriously. Happy enough with my bank.
208442	2021-02-16	I like that my bank is committed to making a difference in the world.
49788	2021-11-17	no comment
88537	2022-11-15	Fees too high gor banking. Not good enough at alls!.
199979	2021-02-01	Its a challenge to locate bank branches. Im seriously considering switching to another bank...
260762	2021-02-03	
82094	2022-04-21	---No comment---
138322	2022-04-09	i ' m ot happy with the service i received and wouldn ' t sugges it to anyone else.
277227	2022-10-01	the pank mobile app makes banking on - the - go a breeze. the level of customer service provided by this banck is top - notch. generally speaking, things are pretty goof but could improve.
224652	2022-10-09	You needs to take data privacy more seriously. You should give back to the community.
18738	2022-04-25	no comment.
263238	2022-08-22	Not bad fees ang charges | Thanks
79462	2021-10-18	fees are competitve at least compared to other banks. fairly satisfied overall
18560	2022-06-08	bank's phone app interface is confusing, think i'll close my account
59291	2022-03-19	Good option for banking in Ireland
359570	2021-07-07	Your ban needs to take more measures to protect customer data. Really poor overall. Think i'll switch bank soon
303371	2022-06-22	
307912	2021-02-22	In general I'm happy with my bank...
113069	2021-05-20	no comments.
90993	2021-02-03	Very inconvenient to go yo the bank ' s branches. I expected betther service from this bank ens have been disappointed.
285806	2021-11-10	Bank needs to invest in community initiatives. Seriously considerin switching to a rival bank.
318432	2022-10-16	These fees for banking are too costly. I wish i hadn't opened an account with this bank...
358419	2022-05-14	This banks service is ready unacceptable!.
107790	2021-09-24	Such poor customer service. The bank needs to work to earn customers trust regarding data privacy. Ive been disappointed with the service provided by this bank and am considering taking my business elsewhere
169406	2022-08-09	No comment
383082	2022-02-26	
77306	2021-05-25	Glad your banks takes our privacy seriously. Thanks
138538	2021-08-05	Really poor service overall, considering switching bank
249885	2022-02-26	The interest rates on mortgages are too excessive. Bank should take a leadership role in community development. I'm not happy with the service I received and wouldn't suggest it to anyone else
389011	2021-10-22	
290081	2021-05-11	The bank's mortgage rates are unreasonably high. This bank's service is really unacceptable!.
265496	2022-09-01	Services at this bank really do need to be improved.
215638	2022-01-19	I have always had a great experience with the banks customer service. My bank has exceeded my expectations and Im very happy....
111821	2022-08-27	Your mobile app doesn't work. I'm seriously considering taking my business elsewhere
274684	2021-07-03	Bank ' s branches are in vreay inconvenient locations. Would not reconmended to a friend
279092	2022-09-03	Bank branches are hard to find. I'll be switching banks soon due to the poor overall experience
281214	2022-09-22	Bank's financial products need to be more diverse | Not good enough at all!!.
197000	2022-04-02	Your bank needs to care more about the environment * I regret opening an account with this bank
317630	2021-01-26	This bank has good options for mortgage and savings rates. In general Im fairly content with my bank
288946	2022-03-28	
181497	2021-12-19	I want to know more about what you do with my data. This is unacceptable and needs to be addressed.
800	2022-06-26	The fees for opening a new account are too much. Bank's customer service is uncooperative. Thinking of closing my account.
278857	2021-03-29	Good range of mortgage products
226200	2021-12-16	no comment
344493	2021-08-16	Easy to find an ATM. Pretty good.
212299	2022-12-19	Your bank needs to take data privacy more seriously | Just unacceptable really...
366885	2022-06-14	Branch locations are inconvenient; Services really need to be improved at this bank
42809	2021-10-14	The bank's mobile app is really easy to use. Overall, pretty happy with my bank...
112509	2021-06-28	Savings interest rates provided by DIS bank aye impressive; All things considered, I ' am a happy customer; ..
366779	2021-05-06	No comment...
379441	2022-02-15	
172471	2021-07-16	This bank offers pretty good savings interest rates. By and large, I'm quite satisfied with my bank
54995	2021-05-12	
320201	2022-11-06	Your service has been really poor!;...
87724	2021-02-24	Your mobile app doesnt work; Not happy; Would not recommend to a friend;
119285	2021-08-22	Nothing to add
96466	2022-08-26	Transparency is needed regarding how you use my data * The charges for my current account are unreasonably high * Really poor service overall, considering switching bank
151381	2022-06-20	No
240280	2021-09-25	Overall good service * thank you
375268	2022-06-06	My community is lucky to have a bank that does such excellent charity work. Everything is pretty good
350543	2021-08-13	In ' m frustrated wath your excessive banking fees | The banck needs to be more careful with customer data | Really poor service overall, considering switching bank.
173686	2022-10-11	
177282	2022-11-23	my bank must prioritize supporting local businesses and organisations; this is unacceptable!...
370227	2021-09-01	Bank's mortgage options are not comprehensive. Banking fees are too high.
7818	2022-05-09	The bank ' s branches are easy t find.
67652	2021-12-02	Bank has a limited range of services that cater to me. I felt iMy bank should treat me better
201152	2021-06-24	
67663	2022-03-22	The service provided by this bank is very disappointing. This is unacceptable and needs to be addressed
5387	2021-12-09	The bank ' S customer service is unsatisfactory. Just not acceptabe.
12712	2021-01-19	the customer service provided by this bank is very helpful. its great that my bank supports causes that i care about.
285894	2021-05-18	Nothing ton add
170630	2021-09-19	Tho bank ' s customer serve is exceptional. ...
100367	2022-05-02	My dissatisfaction with the bank is so great that I would not recommend...
65816	2021-07-31	Services are limited for customers like me. Really not happy with this bank!
81533	2021-06-20	Bank branches are really difficult to find. Customer service is unsupportive. I regret opening an account with this bank
293789	2021-06-13	pretty goo
111706	2022-01-31	Not many financial products for people like me. I'm thoroughly disappointed and frustrated with the service provided.
39214	2021-08-14	Very very bad customer service. Bank needs to invest in community initiatives. Seriously considerin switching to a rival bank
234000	2021-03-19	Very satisfied with the quality of costumers service provided by this band
106619	2021-03-13	
337324	2021-10-05	No comment
251820	2022-12-15	more financial products are nedeed for people like me. tour bank needs to work on improving customer satisfaciton. really not happy with you!
246648	2022-08-23	This bank provides a variety of financial products that are useful.
198948	2022-09-23	No comment..
238062	2022-01-31	No comment
162515	2022-03-29	Not hapy that you ' ve closed to many of your branches. What I experienced is just bot acceptable..
378126	2021-07-14	No comment...
389602	2021-05-29	Overall, it's a reasonably good option for banking.
