customer_id	date	customer_gender	customer_age	customer_location	customer_type	has_cc	has_mortgage	convenience	customer_service	online_banking	interest_rates	fees_charges	community_involvement	products_services	privacy_security	reputation	satisfied
62630	2022-01-16	Female	39.0		Business-Plus	True	False	1.0	4.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	False
134065	2021-06-19	Female	36.0	Leinster	Business	True	False	3.0	1.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	True
200334	2022-01-28		54.0	Munster	Business	True	False	3.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	False
156601	2022-06-28	Female	34.0		Personal	True	True	2.0	3.0	5.0	4.0	2.0	1.0	3.0	2.0	5.0	False
15355	2022-03-30	Female	44.0	Ulster	Personal	True	False	4.0	4.0	4.0	4.0	4.0	1.0	1.0	2.0	4.0	False
30298	2021-09-16	Male	57.0	Ulster	Personal	True	True	2.0	2.0	2.0	4.0	1.0	1.0	3.0	1.0	3.0	False
247011	2021-11-05	Female	30.0	Munster	Business	True	False	2.0	2.0	4.0	4.0	4.0		4.0	5.0	4.0	True
332187	2022-03-01	Female	66.0	Munster	Personal	True	False	4.0	5.0	4.0	4.0	3.0	1.0	1.0	3.0		True
189515	2021-01-21	Male	66.0	Leinster	Business	True	False			4.0	5.0	4.0	1.0	1.0	4.0	5.0	True
292189	2021-10-31	Female	53.0	Munster	Business	True	False	3.0	2.0	3.0	4.0	3.0	3.0	3.0	1.0		False
228867	2022-09-18	Female	56.0	Munster	Business	True	False	1.0		1.0	5.0	4.0	4.0	4.0	4.0	2.0	True
328632	2021-03-29	Not specified	44.0	Leinster	Business	True	False	4.0	4.0	1.0	5.0	5.0	5.0	2.0	2.0	2.0	True
10436	2021-09-15	Female	59.0	Munster	Business	False	False	2.0	1.0	2.0	3.0	2.0	2.0	4.0		3.0	False
208948	2021-11-25	Male	59.0	Leinster	Business	False	False	2.0	4.0	4.0	3.0	2.0	2.0	4.0	3.0	2.0	False
267544	2021-09-17	Female	24.0	Leinster	Personal	True	True	4.0	2.0	2.0	4.0	3.0	4.0	4.0	4.0	5.0	False
324314	2021-12-05	Female	62.0		Business	True	False	4.0	4.0	2.0	2.0	5.0	5.0	3.0	5.0	3.0	True
58625	2022-05-25	Female	34.0	Leinster	Personal	True	True	4.0	4.0	4.0	3.0	2.0	4.0	5.0	5.0	2.0	True
329783	2021-05-23	m	55.0	Leinster	Business	True	False	2.0	2.0	5.0	3.0	5.0	5.0	3.0	5.0		True
125062	2021-01-22	Male	38.0	Munster	Personal	True	True	3.0	4.0	2.0	2.0	3.0	3.0	1.0	1.0	4.0	False
264179	2022-10-09	Male	42.0	Munster	Personal	True	True	2.0	1.0	1.0	3.0	4.0	4.0	3.0	4.0	4.0	False
335275	2021-04-22	Male		Leinster	Personal	True	True	2.0	2.0	3.0	2.0	3.0	3.0	5.0	4.0	3.0	True
193214	2022-11-08	Not specified	45.0	Connacht	Personal	True	False	2.0	4.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	False
236881	2021-04-27	Male	51.0	Leinster	Personal	True	False	5.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	4.0	True
353558	2021-01-07	f	25.0	Munster	Business-Plus	True	True	2.0	4.0	4.0	2.0	3.0	1.0	3.0	1.0	2.0	False
205617	2022-03-09	f	71.0	Munster	Personal	True	True	3.0	1.0	4.0	3.0	1.0		5.0	4.0	4.0	False
1129	2021-07-29	Male	28.0		Personal	True	False	5.0	1.0	5.0		5.0	5.0		4.0	5.0	True
235833	2021-10-27	Female	18.0	Ulster	Personal	True	False	4.0	5.0	1.0	3.0	1.0	2.0	4.0	4.0		False
252077	2022-01-15	Male	41.0	Leinster	Business	True	False	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	2.0	False
115647	2022-07-12	Female	33.0	Munster	Personal	True	False	4.0	3.0	4.0	5.0	4.0	2.0	3.0	3.0		True
180211	2021-03-19	Female		Munster	Business-Plus	True	True	3.0	1.0	1.0	2.0	2.0	3.0	2.0	2.0	1.0	False
101181	2022-11-13	Male	31.0	Munster	Business	False	False	1.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	False
336209	2022-09-13	Male	32.0	Connacht	Personal	True	False	4.0	5.0	5.0	4.0	4.0	5.0	2.0	2.0	4.0	True
152382	2021-02-22	Female	30.0	Leinster	Personal	True	False	5.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0	True
36176	2021-08-25	Female	50.0	Munster	Personal	True	False	4.0	4.0	3.0	4.0	4.0	3.0	3.0	4.0		False
71154	2021-01-28	Female	54.0	Munster	Business	True	False	3.0	3.0	4.0	2.0	1.0	4.0	4.0	4.0	5.0	True
67239	2021-03-27	Not specified	61.0	Leinster	Personal	False	True	4.0	5.0	4.0	2.0	1.0	1.0	1.0	1.0	5.0	False
377304	2021-08-20	Female		Munster	Personal	True	False	2.0	1.0	4.0	4.0	4.0	4.0	4.0		3.0	True
194029	2021-03-12	Female	55.0	Leinster	Business	True	False	1.0	1.0	3.0	5.0	3.0	3.0	1.0		4.0	True
35966	2022-02-23	Female	78.0	Leinster	Business	True	False	4.0	3.0	3.0	4.0	4.0		3.0	1.0	4.0	False
264863	2022-02-21	m	62.0	Leinster	Business	False	False	2.0	4.0	4.0	5.0	4.0	4.0		4.0		True
304036	2021-11-20	Male	26.0	Leinster	Personal	True	True	3.0	3.0	1.0	2.0	1.0	4.0	2.0	3.0	1.0	False
55914	2022-10-09	Female	63.0		Personal	True	False	2.0	2.0	4.0	5.0		4.0	4.0	4.0	3.0	True
326900	2021-08-10	Female		Leinster	Business	True	True	2.0	2.0	4.0	3.0	4.0	2.0	4.0	4.0	1.0	False
78688	2021-07-08		41.0	Ulster	Business	True	False	2.0	4.0	5.0	3.0	3.0	3.0	1.0	4.0	3.0	True
206707	2022-10-24	Female	38.0	Leinster	Business	False	True	2.0	2.0	2.0	4.0	4.0	3.0	3.0	4.0	2.0	False
266087	2022-11-04	Male	73.0	Leinster	Personal	True	True	4.0	4.0	4.0	1.0	2.0	1.0	5.0		2.0	False
131264	2022-11-20	Male	72.0	Munster	Personal	True	True	2.0	3.0	3.0	1.0	2.0	5.0	2.0	1.0	4.0	False
56094	2022-06-04	Male	29.0	Leinster	Personal	False	False	3.0	3.0	3.0	4.0	3.0	5.0	1.0	5.0	2.0	True
219379	2021-07-11	Female			Personal	True	True	1.0	1.0	1.0	1.0	2.0	3.0	4.0	2.0	2.0	False
344132	2021-11-07	Male	42.0	Munster	Personal	True	False	2.0	1.0	2.0	2.0	2.0	4.0	4.0	3.0	2.0	False
29667	2022-02-23				Business	True	False	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0		True
30332	2022-09-17		28.0	Connacht	Personal	True	False	4.0	4.0	4.0	4.0	1.0	1.0	3.0	4.0	4.0	False
263366	2021-06-27	Male	41.0	Leinster	Personal	True	True	1.0	1.0	1.0	2.0	3.0	3.0	5.0	5.0	3.0	False
269700	2021-04-17	Male	59.0	Munster	Business	True	False	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	True
125763	2021-06-08	Male	55.0	Munster	Business	True	False	5.0	5.0	1.0	4.0	5.0	1.0	5.0	5.0	5.0	True
99343	2022-07-09	Female		Leinster	Business	True	False	1.0	1.0	3.0	1.0	1.0	4.0	5.0	4.0	1.0	True
125913	2022-04-23	Male	26.0	Connacht	Personal	True	True	3.0	3.0	2.0	3.0	2.0	4.0	3.0	4.0	2.0	False
109437	2022-06-05		74.0	Ulster	Business-Plus	False	True	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0		False
104626	2022-04-23	Not specified	67.0	Leinster	Personal	True	True	2.0	2.0	4.0	3.0	2.0	2.0	3.0	2.0	5.0	False
176972	2021-10-24	Male	40.0	Connacht	Business	True	False	2.0	4.0	1.0	3.0	4.0	4.0	4.0	3.0	1.0	False
67052	2021-11-17	Male	29.0	Leinster	Business	True	False	1.0	1.0	2.0	1.0	1.0	3.0	5.0	1.0	1.0	True
299181	2022-05-01	Female	43.0	Leinster	Business	True	False	3.0	3.0	3.0	5.0	5.0		5.0	3.0	5.0	True
277868	2021-08-30		64.0	Munster	Personal	True	False	5.0	4.0	5.0	5.0	5.0	1.0	1.0	2.0		True
58918	2021-04-17	Female		Leinster	Personal	False	True	1.0	3.0	2.0	4.0	5.0	3.0	4.0	4.0	4.0	False
142796	2022-02-10	Male	61.0	Leinster	Personal	True	True	1.0	1.0	5.0	4.0	1.0	2.0	1.0	1.0	4.0	False
333499	2021-04-02	Not specified	38.0	Leinster	Personal	True	True	1.0	4.0	4.0	2.0	1.0	4.0	5.0	5.0	1.0	False
260284	2021-02-11	Female	52.0	Leinster	Business	True	False	2.0	2.0	2.0	4.0	4.0	3.0	1.0	4.0	4.0	True
102157	2022-06-05	Female	57.0	Leinster	Personal	True	False	2.0	4.0	4.0	4.0	3.0	2.0	2.0		3.0	False
59884	2022-06-09	Female		Leinster	Business	False	False	2.0	5.0	3.0	2.0	4.0	4.0	3.0	4.0	2.0	True
371276	2022-11-28	f		Leinster	Business	True	False	1.0	1.0	4.0	3.0		5.0	3.0	5.0	2.0	True
269371	2021-07-18	Not specified	60.0		Business	True	False	4.0	4.0	5.0	5.0	4.0	3.0	3.0	3.0	5.0	True
39937	2021-07-14	Female	54.0	Leinster	Business	True	False	1.0	3.0	4.0	4.0	2.0		3.0	4.0	3.0	True
234020	2022-02-05	Male	60.0	Leinster	Personal	True	True	3.0	3.0	3.0	3.0	1.0	3.0	5.0	4.0	1.0	False
126366	2021-02-20	Female		Ulster	Business	True	False	2.0	1.0	2.0	1.0	1.0	3.0	3.0	4.0	1.0	False
292227	2021-01-26	Female	67.0		Personal	True	False	4.0	4.0	1.0	1.0	4.0	4.0	4.0	4.0	3.0	True
304782	2022-07-30	Female		Leinster	Personal	True	True	3.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	False
313916	2021-02-04	f	23.0	Connacht	Business-Plus	True	True	1.0		4.0	3.0	4.0		5.0	5.0	1.0	False
371071	2021-05-23		56.0	Leinster	Personal	True	True	3.0	3.0		4.0	2.0	4.0	1.0	1.0	2.0	False
262596	2021-08-13	Male	40.0	Leinster	Business	True	False	2.0	2.0	4.0	4.0	3.0	2.0	5.0	3.0	4.0	True
339181	2021-04-09		42.0		Business	True	False	3.0	1.0	4.0	3.0	4.0	4.0	4.0	4.0		True
64885	2021-11-27	m	43.0	Leinster	Business	True	False	1.0	1.0	4.0	1.0	3.0		3.0	3.0	2.0	True
195591	2021-06-21	Male	23.0		Personal	True	True	4.0	4.0	4.0	3.0	1.0	5.0	4.0	5.0	1.0	True
230703	2022-08-14	Female	32.0	Leinster	Personal	True	False	1.0	1.0	1.0	5.0	4.0	5.0	2.0	4.0	1.0	False
330422	2021-09-20	Male	30.0	Connacht	Business	True	False	2.0	2.0	3.0	3.0	5.0	5.0	4.0	4.0	5.0	True
164704	2022-02-06	Not specified	59.0	Leinster	Personal	True	False	2.0	3.0	4.0	3.0	2.0	2.0	3.0	4.0	2.0	False
65081	2022-02-07		36.0	Munster	Business	True	False	2.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	False
251845	2022-02-26	Female	48.0		Personal	True	True	2.0	2.0	4.0	2.0	2.0	4.0	3.0	2.0	2.0	False
141824	2022-04-08	Male	74.0	Connacht	Personal	True	True	4.0	3.0	4.0	4.0	2.0	2.0	2.0	3.0	3.0	False
319866	2021-09-05	Female	49.0	Leinster	Business	True	False	2.0	2.0	4.0	2.0	5.0	5.0	5.0	5.0	2.0	True
119035	2022-06-20	Male	26.0	Munster	Business	True	True	2.0	2.0	2.0	3.0	2.0	4.0	2.0	1.0	4.0	False
2249	2021-11-17	Male	69.0	Leinster	Personal	False	True	3.0	2.0	3.0	4.0	3.0	1.0	2.0	1.0	3.0	False
76340	2021-03-16	Male	54.0	Leinster	Business	True	False		3.0	5.0	4.0	4.0	4.0	2.0	4.0	4.0	True
185261	2021-11-21			Munster	Business	True	False	1.0	5.0	4.0		1.0	1.0	1.0	1.0	3.0	False
280936	2022-06-11	Male	46.0	Munster	Business	True	False	2.0	5.0	5.0	3.0	3.0	3.0	2.0	5.0	3.0	True
160360	2021-06-15	Not specified	20.0	Leinster	Personal	True	True	4.0	4.0	4.0	1.0	2.0	2.0	3.0		2.0	False
98883	2022-09-27	Male	36.0		Personal	True	False	4.0	1.0		1.0	1.0	1.0	3.0	3.0		False
256221	2022-01-18	Male	51.0	Leinster	Personal	True	False	1.0	3.0	4.0	1.0	4.0	3.0	4.0	3.0		False
188092	2021-09-13	Female	48.0	Munster	Personal	True	True		2.0	4.0	1.0	2.0		5.0	4.0	2.0	False
200712	2021-07-06	Male	63.0	Leinster	Personal	True	True	2.0	2.0	2.0	4.0	1.0	4.0	2.0	2.0	1.0	False
178003	2021-11-24	Female	59.0	Leinster	Business	True	False	4.0	4.0	5.0	5.0	4.0	2.0	4.0	3.0	5.0	True
152620	2021-03-12		52.0	Munster	Business	True	False	1.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	1.0	True
143472	2022-03-07	Male	30.0	Leinster	Personal	True	True	2.0	1.0	1.0	2.0	3.0	1.0	3.0	3.0	3.0	False
295467	2021-02-12	Male	40.0	Munster	Personal	True	False	3.0	4.0	3.0	5.0	1.0	4.0	4.0	4.0	5.0	False
184444	2021-04-01	Female	52.0	Munster	Business	True	False	5.0	5.0	4.0		5.0	5.0	5.0	4.0	3.0	True
228079	2022-11-01		59.0	Leinster	Personal	False	True	3.0	3.0	4.0	4.0	2.0	4.0	1.0	4.0	5.0	False
136052	2021-12-08	Not specified	60.0	Leinster	Business	True	False	4.0	4.0	4.0	4.0	4.0	4.0		4.0	2.0	True
305605	2021-03-28	Female	39.0	Munster	Business	True	False	5.0	5.0	5.0	2.0	5.0	3.0	4.0	4.0	2.0	True
28360	2021-09-20	Female	46.0	Leinster	Business	False	False	3.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	True
243925	2022-10-01	Female	53.0	Leinster	Personal	True	False	5.0	2.0	1.0	4.0	4.0	5.0	5.0	1.0	2.0	True
305585	2022-09-20			Leinster	Personal	True	True	2.0	2.0	4.0	4.0	1.0	4.0	2.0	3.0	2.0	False
211351	2022-02-15	Male	57.0	Ulster	Personal	True	False	3.0	1.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	False
241681	2022-11-07		20.0	Ulster	Personal	True	True	1.0	1.0	1.0	3.0	3.0	1.0	4.0	4.0	1.0	False
237302	2021-11-26	Male	49.0	Leinster	Business	True	False	2.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	3.0	False
112374	2022-12-02	Male	31.0	Munster	Business	True	False	2.0	2.0	5.0	5.0	4.0	4.0		4.0	5.0	True
43601	2021-09-18	f	51.0	Leinster	Business	True	False	2.0	2.0	2.0	1.0	1.0	4.0	4.0	4.0	1.0	False
317472	2021-11-01	Female	65.0	Connacht	Business-Plus	True	True	2.0	2.0	2.0		1.0	1.0	3.0	4.0	1.0	False
264104	2022-12-07	Female	47.0	Connacht	Business	True	True	2.0	2.0	4.0	1.0	2.0	3.0	4.0	5.0	2.0	False
293489	2021-09-10	Female		Leinster	Business	True	False	2.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	True
10728	2021-07-17	Not specified	25.0		Personal	True	True	4.0	3.0	4.0	2.0	3.0	3.0	5.0	4.0	3.0	True
348201	2021-01-10	Male	35.0	Ulster	Business	True	False	3.0	3.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	True
57635	2021-05-17	Female		Ulster	Personal	False	False	1.0	3.0	3.0	5.0	2.0	3.0	4.0	2.0	5.0	False
13962	2021-02-01	Female	50.0	Leinster	Business	True	False	3.0		5.0	5.0	3.0	4.0	4.0	3.0		True
272357	2022-06-12	Male	41.0	Connacht	Business	True	False	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	1.0	False
115120	2021-04-30	Male	46.0	Leinster	Business-Plus	True	False	4.0	5.0	4.0	4.0	2.0	1.0	2.0	5.0	3.0	True
386753	2021-11-28	Male	45.0	Connacht	Business	True	False	1.0	1.0		5.0	5.0	3.0	3.0	1.0	5.0	False
77117	2022-07-01	Female	43.0	Munster	Business	True	False	5.0	5.0	3.0	4.0	4.0	4.0	4.0	3.0	5.0	True
266425	2021-08-31	Female	64.0	Leinster	Business	False	False	4.0	3.0	4.0	4.0	4.0		4.0	3.0	4.0	True
188952	2022-01-31	Female		Munster	Business-Plus	True	True	4.0	1.0	4.0	2.0	3.0		4.0		3.0	False
198358	2021-07-06	Male	29.0	Munster	Personal	True	False	2.0	4.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	True
139662	2022-08-26	Male	42.0	Leinster	Business	True	False	4.0	4.0	4.0	4.0	5.0		5.0	1.0	5.0	True
333086	2022-09-17	Female	38.0	Munster	Personal	True	False	3.0	3.0	3.0	2.0	2.0	4.0	2.0	3.0	2.0	False
91039	2022-11-06	Male	41.0		Business	True	False	3.0	3.0	1.0	1.0	1.0	4.0	3.0	2.0	1.0	False
244335	2022-11-08		51.0	Munster	Business	True	True	2.0	4.0	3.0	3.0	4.0	2.0	2.0		3.0	False
101549	2021-04-08	Female		Connacht	Business-Plus	False	False	3.0	3.0	1.0		3.0	3.0	3.0	3.0	3.0	False
181365	2022-12-02	Male	53.0	Connacht	Business-Plus	True	True	2.0	3.0	2.0	4.0		1.0	1.0	1.0	2.0	False
199223	2021-07-20	Female	78.0		Personal	False	True	3.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	False
273880	2021-07-02	Female	30.0	Leinster	Business-Plus	True	False	3.0	4.0	3.0	5.0	3.0	2.0	3.0	3.0	5.0	False
226409	2021-09-08	Male	48.0	Munster	Personal	True	False	5.0	4.0	5.0	4.0	5.0	2.0	3.0	5.0	5.0	True
384056	2022-07-11	Not specified	29.0		Personal	True	True	3.0	3.0	3.0		3.0	3.0	5.0	5.0		False
308451	2021-08-15	f	66.0	Munster	Personal	False	False	2.0	2.0	2.0	1.0	2.0	1.0	2.0	3.0	2.0	False
231474	2022-04-08	Female	55.0	Leinster	Business	True	False	5.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	True
346994	2022-09-10	Male	74.0	Leinster	Personal	False	True	1.0	1.0	2.0	4.0	3.0	3.0	3.0		3.0	False
337494	2022-02-22				Business	True	False	3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	True
170392	2021-02-25	Male	31.0	Leinster	Business-Plus	True	False	3.0	3.0	3.0		2.0	3.0	4.0	3.0	3.0	False
153353	2021-10-24	Not specified	56.0		Business	False	False	2.0	1.0	5.0	4.0	5.0	3.0	5.0	5.0	3.0	True
124384	2021-04-15		37.0		Personal	True	True	4.0	3.0	1.0	4.0	4.0	2.0	3.0	1.0	1.0	False
334114	2021-03-20	Female	61.0	Leinster	Personal	True	False	3.0	3.0	4.0	1.0	4.0		4.0	2.0	4.0	True
327937	2022-05-19	Male	36.0		Personal	True	True	4.0	4.0	4.0	1.0	3.0	1.0	4.0	1.0	2.0	False
231254	2021-05-04	Not specified	59.0	Leinster	Business	True	False	1.0	1.0	5.0	5.0	4.0	4.0	4.0	1.0		True
196305	2021-05-04	Male	34.0	Munster	Personal	True	False	1.0	3.0	1.0	1.0	1.0	2.0	3.0	4.0	3.0	False
50085	2021-06-15	Not specified	48.0	Leinster	Business	True	True	3.0	3.0	3.0	3.0	1.0	4.0	5.0	4.0	1.0	False
19110	2021-06-16	f		Connacht	Business	True	False	4.0	4.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	True
241028	2021-07-26	Female	29.0	Munster	Personal	True	False	4.0	4.0	4.0	3.0	3.0	1.0	2.0	3.0	3.0	False
108430	2022-02-04	Female	34.0	Munster	Business	True	False	1.0	1.0	1.0	5.0	2.0	3.0	5.0	5.0	5.0	False
184531	2022-04-13	Female	38.0	Leinster	Business	True	False	4.0	5.0	1.0	5.0	5.0	2.0	4.0	4.0	5.0	True
269708	2021-03-26	Female	71.0	Munster	Personal	False	False	2.0	2.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	False
205292	2021-06-28	Male	76.0	Connacht	Personal	True	True	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0		False
366059	2021-06-05	Male	56.0	Munster	Business	True	False	3.0	3.0	5.0	5.0	5.0		5.0	5.0	5.0	True
207987	2021-06-29		43.0	Leinster	Business	True	False	2.0	3.0	4.0	4.0	5.0	5.0	4.0	1.0	4.0	True
235249	2021-02-19	Male	26.0	Ulster	Personal	True	False	1.0	1.0	1.0	2.0	2.0	4.0	3.0	4.0	4.0	False
286465	2022-02-15	Female	45.0	Connacht	Business	True	True	4.0	4.0	2.0	3.0	4.0	1.0	3.0	4.0	4.0	False
75373	2021-05-30	Female	50.0	Munster	Business-Plus	True	False	4.0	1.0	2.0	5.0	4.0		4.0	4.0	5.0	True
162996	2022-04-09	Female	77.0	Connacht	Business	False	True	1.0	1.0	2.0	4.0	4.0	4.0	4.0	4.0	5.0	False
283395	2022-08-26	Female		Connacht	Personal	False	True	2.0	2.0	5.0	3.0	3.0	3.0	3.0	3.0		False
31948	2022-02-20	Male	46.0	Munster	Business	True	False	2.0	4.0	3.0	2.0	1.0	1.0	1.0	1.0	3.0	True
18317	2021-08-06	Unspecified	53.0	Leinster	Personal	True	True	2.0	3.0	4.0	4.0	4.0		1.0	4.0	4.0	True
308337	2022-04-05	m		Munster	Personal	False	True	3.0	3.0	3.0	1.0	3.0		3.0	3.0	3.0	False
315796	2021-01-19	Female	44.0	Ulster	Business	True	False		1.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	False
159046	2022-07-17	Female	63.0	Munster	Business	True	False	3.0	4.0	1.0	4.0	4.0		3.0	4.0	5.0	True
3833	2021-03-06	Female	65.0	Leinster	Personal	True	False	3.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	1.0	True
83795	2021-07-12	Female	32.0		Personal	True	False	5.0	5.0	5.0	3.0	2.0	5.0	4.0	5.0	2.0	True
17490	2022-06-14	Male	77.0	Munster	Personal	True	True	3.0	3.0	3.0	3.0	1.0	1.0	5.0	3.0	1.0	False
6185	2022-05-26	Female		Munster	Business	True	False	2.0	2.0	2.0	4.0	4.0		4.0	3.0	1.0	False
331037	2021-01-06	Female	27.0	Leinster	Personal	True	True	3.0	3.0	2.0	1.0	2.0	3.0	3.0	2.0	1.0	False
251868	2021-11-08	Not specified	42.0	Leinster	Business	False	False	2.0	4.0	3.0	3.0	1.0	4.0	4.0	5.0	5.0	True
172975	2021-04-14	Unspecified	58.0	Munster	Business	False	False	2.0	4.0	4.0	3.0	3.0	4.0	5.0	4.0	3.0	True
254696	2021-09-12	m	40.0	Leinster	Business	True	False	2.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	1.0	True
131723	2022-11-29		42.0	Leinster	Business-Plus	True	False	3.0	1.0	3.0	3.0	3.0	4.0	2.0	3.0	3.0	False
16130	2021-03-05	Male	68.0	Leinster	Business	True	False	1.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	3.0	True
350371	2022-08-31	Not specified		Leinster	Business	True	True	3.0	2.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	False
332587	2022-03-16	Male		Leinster	Business	True	False	2.0	3.0	5.0	4.0	5.0	5.0		5.0	3.0	True
200672	2022-04-09	Female	43.0		Personal	True	True	2.0	2.0	2.0	1.0	2.0	1.0	2.0	5.0		False
233544	2021-02-01	Male	66.0	Leinster	Personal	True	True	2.0	3.0	5.0	4.0	3.0		3.0	3.0	4.0	False
208587	2021-01-05	Male	30.0	Leinster	Business	True	True	2.0	2.0	4.0	3.0		5.0	4.0	5.0	4.0	False
223462	2022-10-18	Female		Munster	Personal	True	True	3.0		4.0		1.0	3.0	4.0	5.0	1.0	False
319540	2022-06-05	f	51.0	Leinster	Personal	True	False	4.0	2.0	4.0	4.0	4.0	3.0	1.0	1.0		True
172248	2022-04-21		55.0	Leinster	Personal	True	False	4.0	1.0	2.0	3.0		1.0		3.0	3.0	False
261134	2021-03-21	Male	32.0	Munster	Business-Plus	True	False	2.0	2.0	2.0	3.0	3.0	4.0	1.0	3.0	3.0	True
159839	2022-12-22	Male	56.0	Leinster	Business	True	False	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	True
186434	2022-03-16	Male	36.0	Leinster	Business	True	False	3.0	2.0	3.0	3.0	3.0	2.0	2.0	4.0	3.0	False
189118	2022-02-07	Female	18.0		Business	True	True	4.0	4.0	4.0	2.0	3.0	2.0	3.0			False
15504	2022-05-19	Not specified		Munster	Business	False	False	1.0	1.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	True
269202	2021-04-24	Male	64.0		Personal	True	False	2.0	4.0	5.0	4.0	4.0	4.0	4.0	1.0	3.0	True
285776	2021-03-03	Female	48.0	Munster	Business	True	False	5.0	5.0	5.0	4.0	5.0	5.0	5.0		5.0	True
183346	2022-06-16	Male	54.0	Leinster	Business	True	False	3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0		True
147434	2021-02-26	Male	66.0	Leinster	Personal	True	False	3.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	True
138169	2021-02-18	f	63.0	Leinster	Business	False	False	2.0	4.0	4.0	5.0	4.0	3.0	4.0	4.0		True
143825	2021-04-17	Male	44.0	Munster	Personal	True	False	5.0	4.0	4.0	2.0	4.0	1.0	2.0	3.0	1.0	True
366767	2022-08-03	Female	38.0	Leinster	Business	True	True	3.0	3.0	3.0	1.0	4.0	1.0	3.0	3.0	4.0	False
259455	2021-12-17	Male	68.0		Personal	False	True	4.0	4.0	1.0	4.0	4.0		1.0	5.0	4.0	False
379613	2021-02-15	Not specified	28.0	Munster	Business	True	False	2.0	4.0	2.0	2.0	2.0	1.0	4.0	4.0	2.0	False
137410	2021-01-09	m	22.0	Connacht	Business	True	False	4.0	4.0	1.0	3.0	3.0	1.0	1.0	5.0	3.0	True
192101	2022-01-22	Male	63.0	Leinster	Personal	False	False	2.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0	4.0	True
305446	2021-11-23	Female	48.0	Leinster	Personal	True	True	2.0	2.0	4.0	2.0	1.0		5.0	5.0	1.0	False
374919	2021-09-08			Leinster	Personal	False	True	2.0	5.0	4.0	4.0	4.0	2.0	2.0	2.0	3.0	False
77583	2021-10-07	Female	60.0	Leinster	Business	True	False	1.0	5.0	5.0	3.0	5.0	4.0	5.0	5.0	3.0	True
198738	2022-04-23	Female	48.0		Business	True	False	4.0	3.0	5.0	5.0	3.0	5.0	4.0	3.0		True
349699	2022-12-13	Unspecified	72.0	Connacht	Business	True	False	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	True
163709	2021-11-15	Female		Connacht	Personal	False	True	3.0	3.0	1.0	4.0	4.0	3.0	2.0	2.0	4.0	False
336639	2022-01-13	Female	36.0	Munster	Business	True	True	1.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	False
275702	2021-08-05	Female	24.0	Munster	Business-Plus	True	False	3.0	3.0	3.0	1.0	4.0	1.0	4.0	4.0	4.0	False
190548	2022-06-27	Male	24.0	Munster	Personal	True	True	1.0	1.0	3.0	3.0	3.0	3.0	3.0	5.0		False
226606	2021-03-21	Female	72.0		Personal	True	False	3.0	3.0	3.0	3.0	3.0	4.0	2.0		3.0	True
287049	2021-03-09	Female	46.0	Leinster	Personal	True	True	2.0	1.0	1.0	1.0	2.0	4.0	4.0	5.0	2.0	False
318391	2021-07-03		45.0	Ulster	Business	True	False	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0		True
